Accession,(SSI VS NSI)p-value,(SSI VS NSI)Log2Fc,(SSI VS SS)p-value,(SSI VS SS)Log2Fc,(NSI VS NS)p-value,(NSI VS NS)Log2Fc,(SS VS NS)p-value,(SS VS NS)Log2Fc,SSI VS NSI-DE,SSI VS NSI-Up,SSI VS NSI-Down,SSI VS SS-DE,SSI VS SS-Up,SSI VS SS-Down,NSI VS NS-DE,NSI VS NS-Up,NSI VS NS-Down,SS VS NS-DE,SS VS NS-Up,SS VS NS-Down
Q6AVZ5_ORYSJ,NP,NP,0.000278292,-0.718907022,NP,NP,0.218281046,-0.286274299,0,0,0,1,0,1,0,0,0,0,0,0
Q6ENK5_ORYSJ,NP,NP,0.057464922,0.183662372,NP,NP,0.093292688,-0.282693613,0,0,0,0,0,0,0,0,0,0,0,0
Q6EP59_ORYSJ,NP,NP,0.235684715,-0.298422544,NP,NP,0.063532987,-0.526827077,0,0,0,0,0,0,0,0,0,0,0,0
Q6EPV3_ORYSJ,NP,NP,0.00020984,1.803549043,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
Q6ESY0_ORYSJ,NP,NP,0.007010392,-0.286954889,NP,NP,NP,NP,0,0,0,1,0,1,0,0,0,0,0,0
Q6EUH5_ORYSJ,NP,NP,0.008192809,0.27984658,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
Q6F3A0_ORYSJ,NP,NP,0.055309532,0.656180768,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q6H4Y5_ORYSJ,NP,NP,0.234946302,0.149379378,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q6H7D0_ORYSJ,NP,NP,3.89E-06,-2.180490573,NP,NP,NP,NP,0,0,0,1,0,1,0,0,0,0,0,0
Q6H7U6_ORYSJ,NP,NP,0.428674598,0.072035543,NP,NP,0.066932776,0.138399249,0,0,0,0,0,0,0,0,0,0,0,0
Q6I583_ORYSJ,NP,NP,0.468286628,-0.044703649,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q6I5X0_ORYSJ,NP,NP,0.407717165,0.029692172,NP,NP,0.048499478,-0.448823703,0,0,0,0,0,0,0,0,0,1,0,1
Q6K5N1_ORYSJ,NP,NP,0.454908529,0.022723875,NP,NP,0.011265756,0.216437819,0,0,0,0,0,0,0,0,0,1,1,0
Q6K6Z5_ORYSJ,NP,NP,0.012282842,0.303968869,NP,NP,0.284148127,0.090440894,0,0,0,1,1,0,0,0,0,0,0,0
Q6K7F3_ORYSJ,NP,NP,0.065890991,-0.323792175,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q6K7F4_ORYSJ,NP,NP,0.023691098,0.222515874,NP,NP,0.135732306,0.139214744,0,0,0,1,1,0,0,0,0,0,0,0
Q6K8H1_ORYSJ,NP,NP,0.029294457,-0.175417136,NP,NP,0.060129926,0.100099876,0,0,0,1,0,1,0,0,0,0,0,0
Q6K907_ORYSJ,NP,NP,0.000640694,0.650378419,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
Q6YUZ6_ORYSJ,NP,NP,0.250719225,0.039821133,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q6YVW2_ORYSJ,NP,NP,0.023462514,-0.3116917,NP,NP,0.095115586,0.111366129,0,0,0,1,0,1,0,0,0,0,0,0
Q6YVY8_ORYSJ,NP,NP,0.451651403,-0.028632234,0.014962061,-0.094160665,0.274487589,0.025813006,0,0,0,0,0,0,1,0,1,0,0,0
Q6YYC5_ORYSJ,NP,NP,0.000830103,1.496244665,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
Q6YYC6_ORYSJ,NP,NP,0.294374441,-0.059966275,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q6YZC3_ORYSJ,NP,NP,0.000771662,1.126470135,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
Q6Z1Y4_ORYSJ,NP,NP,0.015818864,-1.094677028,NP,NP,0.001782988,1.742062504,0,0,0,1,0,1,0,0,0,1,1,0
Q6Z3X5_ORYSJ,NP,NP,0.082888506,0.167773499,NP,NP,0.103377778,0.213686201,0,0,0,0,0,0,0,0,0,0,0,0
Q6Z6K6_ORYSJ,NP,NP,0.398680237,-0.017416563,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q6Z6R6_ORYSJ,NP,NP,0.352283836,0.055000806,NP,NP,0.401608008,0.088075594,0,0,0,0,0,0,0,0,0,0,0,0
Q6Z7B3_ORYSJ,NP,NP,0.023782343,0.615492672,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
Q6Z7E6_ORYSJ,NP,NP,1.41E-05,-1.495948145,NP,NP,8.92E-05,1.422764263,0,0,0,1,0,1,0,0,0,1,1,0
Q6Z8I6_ORYSJ,NP,NP,0.029597133,-0.378016567,NP,NP,0.288472618,-0.150020202,0,0,0,1,0,1,0,0,0,0,0,0
Q6Z8P9_ORYSJ,NP,NP,0.086782038,-0.297811051,NP,NP,0.077867482,0.293830548,0,0,0,0,0,0,0,0,0,0,0,0
Q6ZCD2_ORYSJ,NP,NP,0.001690598,1.304618175,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
Q6ZD37_ORYSJ,NP,NP,0.396952086,-0.061276345,NP,NP,0.147652608,0.643357957,0,0,0,0,0,0,0,0,0,0,0,0
Q6ZDX2_ORYSJ,NP,NP,0.386739376,0.060054151,NP,NP,0.043000839,0.925703759,0,0,0,0,0,0,0,0,0,1,1,0
Q6ZH58_ORYSJ,NP,NP,0.24697214,0.048476684,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q6ZHJ6_ORYSJ,NP,NP,0.100828998,0.146051497,NP,NP,0.04466152,-0.143542059,0,0,0,0,0,0,0,0,0,1,0,1
Q6ZIH6_ORYSJ,NP,NP,0.042393619,0.455057821,NP,NP,0.410167062,0.074002984,0,0,0,1,1,0,0,0,0,0,0,0
Q6ZJ22_ORYSJ,NP,NP,0.00375091,2.294173989,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
Q6ZJ90_ORYSJ,NP,NP,0.017352781,-0.413153904,NP,NP,0.285525406,0.073724764,0,0,0,1,0,1,0,0,0,0,0,0
Q6ZK18_ORYSJ,NP,NP,0.001041121,1.049926849,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
Q6ZKW6_ORYSJ,NP,NP,0.012861895,0.607229455,NP,NP,0.142619796,0.281007966,0,0,0,1,1,0,0,0,0,0,0,0
Q6ZL37_ORYSJ,NP,NP,0.003286946,-0.242121813,NP,NP,6.76E-05,0.273603269,0,0,0,1,0,1,0,0,0,1,1,0
Q6ZLF7_ORYSJ,NP,NP,0.000169498,-1.082220535,NP,NP,0.001470591,1.450149701,0,0,0,1,0,1,0,0,0,1,1,0
Q6ZLJ9_ORYSJ,NP,NP,0.054403508,-1.944972515,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q75GB3_ORYSJ,NP,NP,0.066797449,0.336093932,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q75HP7_ORYSJ,NP,NP,0.296462174,0.08947737,NP,NP,0.425886996,-0.026425911,0,0,0,0,0,0,0,0,0,0,0,0
Q75I67_ORYSJ,NP,NP,0.330079033,0.062460589,NP,NP,0.018081503,0.251650748,0,0,0,0,0,0,0,0,0,1,1,0
Q7EYF8_ORYSJ,NP,NP,0.407717165,0.029692172,NP,NP,0.04590554,-0.059519443,0,0,0,0,0,0,0,0,0,1,0,1
Q7EYH4_ORYSJ,NP,NP,0.00196706,0.569433354,0.001262081,0.174470126,0.068003728,0.093871177,0,0,0,1,1,0,1,1,0,0,0,0
Q7EYK8_ORYSJ,NP,NP,0.001321306,0.692654301,NP,NP,0.008627692,-0.394100785,0,0,0,1,1,0,0,0,0,1,0,1
Q7F0H9_ORYSJ,NP,NP,0.12166682,-0.92295972,NP,NP,0.29855481,-0.03998841,0,0,0,0,0,0,0,0,0,0,0,0
Q7F0P5_ORYSJ,NP,NP,0.205083489,0.112742914,NP,NP,0.229624422,0.079001347,0,0,0,0,0,0,0,0,0,0,0,0
Q7F1F2_ORYSJ,NP,NP,0.000640694,0.650378419,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
Q7FU78_ORYSJ,NP,NP,0.324732655,0.305882216,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q7G2F7_ORYSJ,NP,NP,0.103387827,2.131442564,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q7G645_ORYSJ,NP,NP,0.221940504,-0.176692634,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q7X741_ORYSJ,NP,NP,0.0873607,-0.203301391,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q7X8U6_ORYSJ,NP,NP,0.218951899,0.258059955,NP,NP,0.336379622,0.070544897,0,0,0,0,0,0,0,0,0,0,0,0
Q7XC62_ORYSJ,NP,NP,0.001527975,0.624168312,NP,NP,0.00745973,3.901318863,0,0,0,1,1,0,0,0,0,1,1,0
Q7XH24_ORYSJ,NP,NP,0.448778389,0.009266695,NP,NP,0.371499906,-0.021552897,0,0,0,0,0,0,0,0,0,0,0,0
Q7XIP5_ORYSJ,NP,NP,0.375160352,0.048828004,NP,NP,0.074032957,-0.172335099,0,0,0,0,0,0,0,0,0,0,0,0
Q7XIR8_ORYSJ,NP,NP,0.131024865,0.24150331,NP,NP,0.082380455,-0.260793239,0,0,0,0,0,0,0,0,0,0,0,0
Q7XL31_ORYSJ,NP,NP,0.292107247,0.219036677,NP,NP,0.010455568,-1.011997696,0,0,0,0,0,0,0,0,0,1,0,1
Q7XMY2_ORYSJ,NP,NP,0.070530552,0.36602622,NP,NP,0.041391105,0.978693827,0,0,0,0,0,0,0,0,0,1,1,0
Q7XNS6_ORYSJ,NP,NP,0.000941058,1.835775571,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
Q7XPB0_ORYSJ,NP,NP,0.066650235,0.616789853,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q7XQE6_ORYSJ,NP,NP,0.005903309,0.508660568,0.328495558,-0.110370923,0.017647393,-0.347315156,0,0,0,1,1,0,0,0,0,1,0,1
Q7XR24_ORYSJ,NP,NP,0.269144207,-0.427251096,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q7XTD0_ORYSJ,NP,NP,0.022736937,-0.310652722,NP,NP,NP,NP,0,0,0,1,0,1,0,0,0,0,0,0
Q7XUC8_ORYSJ,NP,NP,0.016218757,-0.384399895,NP,NP,0.281662965,-0.080646516,0,0,0,1,0,1,0,0,0,0,0,0
Q7XUR0_ORYSJ,NP,NP,0.031038523,-1.410587817,NP,NP,0.165136634,0.264433956,0,0,0,1,0,1,0,0,0,0,0,0
Q7XV86_ORYSJ,NP,NP,0.4060573,-0.281847766,NP,NP,0.088018019,1.117682646,0,0,0,0,0,0,0,0,0,0,0,0
Q7XW03_ORYSJ,NP,NP,0.282023175,-0.353227039,NP,NP,0.007146143,1.090435018,0,0,0,0,0,0,0,0,0,1,1,0
Q7XXN2_ORYSJ,NP,NP,0.002145262,0.552227931,NP,NP,0.492504165,0.010921129,0,0,0,1,1,0,0,0,0,0,0,0
Q84K83_ORYSJ,NP,NP,0.441893763,0.141624737,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q84LG7_ORYSJ,NP,NP,0.476984541,-0.006444686,NP,NP,0.025863671,0.292569264,0,0,0,0,0,0,0,0,0,1,1,0
Q84MT6_ORYSJ,NP,NP,0.349406187,0.077806187,NP,NP,0.46213524,0.029002409,0,0,0,0,0,0,0,0,0,0,0,0
Q84NR1_ORYSJ,NP,NP,0.026776159,0.273120083,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
Q84QA9_ORYSJ,NP,NP,0.476354343,0.016929666,NP,NP,0.283639488,-0.092440549,0,0,0,0,0,0,0,0,0,0,0,0
Q84QL4_ORYSJ,NP,NP,0.000472616,1.180485376,NP,NP,0.399172067,0.06017627,0,0,0,1,1,0,0,0,0,0,0,0
Q84ZI6_ORYSJ,NP,NP,0.075976635,0.231568331,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q8GU64_ORYSJ,NP,NP,0.173810197,0.117371474,NP,NP,0.185266885,-0.136951403,0,0,0,0,0,0,0,0,0,0,0,0
Q8H393_ORYSJ,NP,NP,0.223216471,0.079790148,NP,NP,0.004916473,0.380188405,0,0,0,0,0,0,0,0,0,1,1,0
Q8H513_ORYSJ,NP,NP,0.010791469,0.430177076,NP,NP,0.068553367,0.70994641,0,0,0,1,1,0,0,0,0,0,0,0
Q8H821_ORYSJ,NP,NP,3.20E-06,-1.190512192,NP,NP,0.083469084,-0.416526781,0,0,0,1,0,1,0,0,0,0,0,0
Q8L6I2_ORYSJ,NP,NP,0.139868024,-0.633672404,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q8LHQ6_ORYSJ,NP,NP,0.287697749,0.060669857,NP,NP,0.003397206,-0.323315622,0,0,0,0,0,0,0,0,0,1,0,1
Q8LJ81_ORYSJ,NP,NP,0.001238691,1.285131338,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
Q8LQR8_ORYSJ,NP,NP,0.017974394,-0.256212254,0.000128178,-0.387604897,0.03976587,0.516426219,0,0,0,1,0,1,1,0,1,1,1,0
Q8S5T3_ORYSJ,NP,NP,0.0998084,-1.028737416,NP,NP,0.247805974,-1.000063964,0,0,0,0,0,0,0,0,0,0,0,0
Q8S9W7_ORYSJ,NP,NP,0.403418619,-0.022573455,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q93VM2_ORYSJ,NP,NP,0.000472616,1.180485376,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
Q94GD8_ORYSJ,NP,NP,0.01322518,0.310073438,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
Q94I52_ORYSJ,NP,NP,0.018349505,-0.58559069,NP,NP,0.268987669,0.265171548,0,0,0,1,0,1,0,0,0,0,0,0
Q9FW24_ORYSJ,NP,NP,0.081136481,-0.410900767,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
RDR1_ORYSJ,NP,NP,0.030225112,-0.373020426,NP,NP,NP,NP,0,0,0,1,0,1,0,0,0,0,0,0
REL2_ORYSJ,NP,NP,0.147740698,-0.139799738,NP,NP,0.174396108,0.321378765,0,0,0,0,0,0,0,0,0,0,0,0
RH42_ORYSJ,NP,NP,0.363391838,0.061860066,NP,NP,0.00428977,0.520557265,0,0,0,0,0,0,0,0,0,1,1,0
RHD31_ORYSJ,NP,NP,0.015981399,-1.641827135,NP,NP,NP,NP,0,0,0,1,0,1,0,0,0,0,0,0
ROC5_ORYSJ,NP,NP,0.08829843,-0.608267811,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
RPE_ORYSJ,NP,NP,0.173868059,-0.244359642,NP,NP,0.166465995,0.307103898,0,0,0,0,0,0,0,0,0,0,0,0
RTOR1_ORYSJ,NP,NP,0.237140949,-0.135017561,NP,NP,0.015932033,0.332573491,0,0,0,0,0,0,0,0,0,1,1,0
SEC1B_ORYSJ,NP,NP,0.000968036,2.077146183,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
SIK1_ORYSJ,NP,NP,0.000150741,3.893010754,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
SIPL3_ORYSJ,NP,NP,0.070181545,-0.684402445,NP,NP,0.101965829,0.339572684,0,0,0,0,0,0,0,0,0,0,0,0
SPL1_ORYSJ,NP,NP,9.81E-05,1.165937237,2.81E-05,1.758415467,NP,NP,0,0,0,1,1,0,1,1,0,0,0,0
SPSA2_ORYSJ,NP,NP,0.224651944,-0.507396336,NP,NP,0.336462212,0.106044412,0,0,0,0,0,0,0,0,0,0,0,0
SRT1_ORYSJ,NP,NP,0.0021877,0.747047976,NP,NP,0.318285225,-0.112392183,0,0,0,1,1,0,0,0,0,0,0,0
SSY3A_ORYSJ,NP,NP,3.51E-05,-1.688643347,0.262857871,-0.054385039,NP,NP,0,0,0,1,0,1,0,0,0,0,0,0
SWT1A_ORYSJ,NP,NP,0.022752396,-1.30513859,NP,NP,NP,NP,0,0,0,1,0,1,0,0,0,0,0,0
SYAP_ORYSJ,NP,NP,0.129003845,0.110795376,NP,NP,0.134687904,0.143972767,0,0,0,0,0,0,0,0,0,0,0,0
SYHC_ORYSJ,NP,NP,0.045271505,-0.404849115,NP,NP,0.060925122,-0.654916992,0,0,0,1,0,1,0,0,0,0,0,0
TPR1_ORYSJ,NP,NP,0.001393399,0.622558291,NP,NP,0.057626345,0.38240728,0,0,0,1,1,0,0,0,0,0,0,0
WNK2_ORYSJ,NP,NP,0.000416807,0.987021488,NP,NP,0.015728709,3.19859431,0,0,0,1,1,0,0,0,0,1,1,0
XPOT_ORYSJ,NP,NP,0.003813283,0.519711908,0.105299171,-0.050046314,0.006437677,1.190807788,0,0,0,1,1,0,0,0,0,1,1,0
YSL6_ORYSJ,NP,NP,0.016462183,0.230709745,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
A0A0N7KCP4_ORYSJ,NP,NP,NP,NP,0.106072237,0.068143369,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
A0A0N7KDQ2_ORYSJ,NP,NP,NP,NP,0.100350283,-0.452396738,0.036119626,0.621354836,0,0,0,0,0,0,0,0,0,1,1,0
A0A0N7KDT4_ORYSJ,NP,NP,NP,NP,0.006482913,-0.685610328,0.020263335,-0.921816356,0,0,0,0,0,0,1,0,1,1,0,1
A0A0N7KI28_ORYSJ,NP,NP,NP,NP,0.001717972,-0.055256705,NP,NP,0,0,0,0,0,0,1,0,1,0,0,0
A0A0N7KIN5_ORYSJ,NP,NP,NP,NP,0.0001085,-3.513144073,NP,NP,0,0,0,0,0,0,1,0,1,0,0,0
A0A0N7KJL1_ORYSJ,NP,NP,NP,NP,7.02E-05,-2.939084463,NP,NP,0,0,0,0,0,0,1,0,1,0,0,0
A0A0N7KKC7_ORYSJ,NP,NP,NP,NP,0.120092815,-0.027974945,0.226294395,0.062491072,0,0,0,0,0,0,0,0,0,0,0,0
A0A0N7KLF8_ORYSJ,NP,NP,NP,NP,0.150127152,0.078601455,0.08801765,0.826573563,0,0,0,0,0,0,0,0,0,0,0,0
A0A0N7KLP9_ORYSJ,NP,NP,NP,NP,0.435609158,-0.003534368,0.206847821,-0.133852146,0,0,0,0,0,0,0,0,0,0,0,0
A0A0N7KRF3_ORYSJ,NP,NP,NP,NP,0.000169529,0.963616591,NP,NP,0,0,0,0,0,0,1,1,0,0,0,0
A0A0N7KTA4_ORYSJ,NP,NP,NP,NP,0.358877562,0.020046434,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
A0A0N7KTC5_ORYSJ,NP,NP,NP,NP,0.010744556,0.70993368,NP,NP,0,0,0,0,0,0,1,1,0,0,0,0
A0A0N7KTZ8_ORYSJ,NP,NP,NP,NP,0.135836812,0.088509195,0.209765882,-0.091551053,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0UX28_ORYSJ,NP,NP,NP,NP,1.92E-05,0.2087535,NP,NP,0,0,0,0,0,0,1,1,0,0,0,0
A0A0P0UX97_ORYSJ,NP,NP,NP,NP,0.00059647,-0.242127807,0.053797003,0.181782185,0,0,0,0,0,0,1,0,1,0,0,0
A0A0P0UYG1_ORYSJ,NP,NP,NP,NP,0.003408259,0.159006319,0.0094313,2.016595428,0,0,0,0,0,0,1,1,0,1,1,0
A0A0P0V0Z2_ORYSJ,NP,NP,NP,NP,0.00500144,-0.21975852,0.088246839,0.294374968,0,0,0,0,0,0,1,0,1,0,0,0
A0A0P0V190_ORYSJ,NP,NP,NP,NP,0.036920674,0.08479065,NP,NP,0,0,0,0,0,0,1,1,0,0,0,0
A0A0P0V1Y9_ORYSJ,NP,NP,NP,NP,0.007350704,0.164314013,0.015764805,-0.700535719,0,0,0,0,0,0,1,1,0,1,0,1
A0A0P0V2G9_ORYSJ,NP,NP,NP,NP,0.001943598,-0.251529861,NP,NP,0,0,0,0,0,0,1,0,1,0,0,0
A0A0P0V3G5_ORYSJ,NP,NP,NP,NP,0.003803027,-0.321751035,NP,NP,0,0,0,0,0,0,1,0,1,0,0,0
A0A0P0V458_ORYSJ,NP,NP,NP,NP,0.005239013,-2.303318688,0.289786467,-0.449495146,0,0,0,0,0,0,1,0,1,0,0,0
A0A0P0V4Y9_ORYSJ,NP,NP,NP,NP,0.485869353,-0.00235474,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0V846_ORYSJ,NP,NP,NP,NP,0.28749728,-0.01878645,0.420173422,0.231144465,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0V8K7_ORYSJ,NP,NP,NP,NP,0.051705762,-0.131824982,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0V9U1_ORYSJ,NP,NP,NP,NP,2.95E-05,-2.650382928,NP,NP,0,0,0,0,0,0,1,0,1,0,0,0
A0A0P0VDY2_ORYSJ,NP,NP,NP,NP,7.34E-05,-0.353562543,NP,NP,0,0,0,0,0,0,1,0,1,0,0,0
A0A0P0VFB2_ORYSJ,NP,NP,NP,NP,0.0144358,-0.088937593,NP,NP,0,0,0,0,0,0,1,0,1,0,0,0
A0A0P0VFR5_ORYSJ,NP,NP,NP,NP,0.016207765,0.161814374,NP,NP,0,0,0,0,0,0,1,1,0,0,0,0
A0A0P0VGW9_ORYSJ,NP,NP,NP,NP,0.120092733,0.129558944,0.016184563,-0.59845954,0,0,0,0,0,0,0,0,0,1,0,1
A0A0P0VH05_ORYSJ,NP,NP,NP,NP,0.001874739,-0.209245104,NP,NP,0,0,0,0,0,0,1,0,1,0,0,0
A0A0P0VHR5_ORYSJ,NP,NP,NP,NP,0.000707197,-0.271474361,0.006364986,-0.430074431,0,0,0,0,0,0,1,0,1,1,0,1
A0A0P0VIC0_ORYSJ,NP,NP,NP,NP,0.004701759,0.54183063,NP,NP,0,0,0,0,0,0,1,1,0,0,0,0
A0A0P0VKK0_ORYSJ,NP,NP,NP,NP,0.44235726,-0.013440874,0.371485214,0.181141188,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0VMB6_ORYSJ,NP,NP,NP,NP,4.55E-05,0.555476201,NP,NP,0,0,0,0,0,0,1,1,0,0,0,0
A0A0P0VMX2_ORYSJ,NP,NP,NP,NP,0.006830031,-0.111989818,0.012076239,-0.594581902,0,0,0,0,0,0,1,0,1,1,0,1
A0A0P0VMY2_ORYSJ,NP,NP,NP,NP,0.375832241,-0.006112581,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0VNW9_ORYSJ,NP,NP,NP,NP,0.01148369,-0.855953304,NP,NP,0,0,0,0,0,0,1,0,1,0,0,0
A0A0P0VQ70_ORYSJ,NP,NP,NP,NP,8.94E-06,1.957319272,NP,NP,0,0,0,0,0,0,1,1,0,0,0,0
A0A0P0VSM6_ORYSJ,NP,NP,NP,NP,0.005310432,0.293041023,NP,NP,0,0,0,0,0,0,1,1,0,0,0,0
A0A0P0VV14_ORYSJ,NP,NP,NP,NP,0.078777528,-0.069500985,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0VVK7_ORYSJ,NP,NP,NP,NP,0.495705389,0.00068212,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0VVK9_ORYSJ,NP,NP,NP,NP,0.000457477,-7.233293461,0.109957068,-1.039004807,0,0,0,0,0,0,1,0,1,0,0,0
A0A0P0VZA9_ORYSJ,NP,NP,NP,NP,0.003905691,-0.171217597,0.001572787,-2.740873059,0,0,0,0,0,0,1,0,1,1,0,1
A0A0P0W4D5_ORYSJ,NP,NP,NP,NP,0.00060894,0.127633734,0.139982136,0.217665036,0,0,0,0,0,0,1,1,0,0,0,0
A0A0P0W7K0_ORYSJ,NP,NP,NP,NP,0.017785749,-0.107032969,0.006206814,-0.280322925,0,0,0,0,0,0,1,0,1,1,0,1
A0A0P0W976_ORYSJ,NP,NP,NP,NP,0.058581313,-0.421386952,0.056918346,0.289641752,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0W9B7_ORYSJ,NP,NP,NP,NP,0.006577582,-0.687038444,NP,NP,0,0,0,0,0,0,1,0,1,0,0,0
A0A0P0W9D6_ORYSJ,NP,NP,NP,NP,0.300662298,0.060778137,0.042917255,0.117771704,0,0,0,0,0,0,0,0,0,1,1,0
A0A0P0W9G0_ORYSJ,NP,NP,NP,NP,0.351197447,0.020518497,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0W9Q4_ORYSJ,NP,NP,NP,NP,3.38E-05,-0.873279381,0.000237175,-1.103884705,0,0,0,0,0,0,1,0,1,1,0,1
A0A0P0WC46_ORYSJ,NP,NP,NP,NP,0.001586176,-0.171632803,NP,NP,0,0,0,0,0,0,1,0,1,0,0,0
A0A0P0WCB7_ORYSJ,NP,NP,NP,NP,0.000151801,-7.667837607,NP,NP,0,0,0,0,0,0,1,0,1,0,0,0
A0A0P0WD06_ORYSJ,NP,NP,NP,NP,0.000164205,0.609039538,NP,NP,0,0,0,0,0,0,1,1,0,0,0,0
A0A0P0WDP9_ORYSJ,NP,NP,NP,NP,0.117068309,-0.273230153,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0WDY2_ORYSJ,NP,NP,NP,NP,1.98E-05,1.094665612,0.181680604,-0.179447017,0,0,0,0,0,0,1,1,0,0,0,0
A0A0P0WEY9_ORYSJ,NP,NP,NP,NP,0.033086694,2.919776482,NP,NP,0,0,0,0,0,0,1,1,0,0,0,0
A0A0P0WF03_ORYSJ,NP,NP,NP,NP,0.001874739,-0.209245104,NP,NP,0,0,0,0,0,0,1,0,1,0,0,0
A0A0P0WH96_ORYSJ,NP,NP,NP,NP,0.228979742,-0.044502355,0.012730829,-0.534614552,0,0,0,0,0,0,0,0,0,1,0,1
A0A0P0WHK5_ORYSJ,NP,NP,NP,NP,0.040944604,-0.214694786,0.167577347,-0.214436607,0,0,0,0,0,0,1,0,1,0,0,0
A0A0P0WHV3_ORYSJ,NP,NP,NP,NP,0.052449223,-1.046268331,0.100754509,-0.169969852,0,0,0,0,0,0,0,0,0,0,0,0
A0A0P0WJC1_ORYSJ,NP,NP,NP,NP,0.001463644,-0.12786177,0.005773309,-0.163510742,0,0,0,0,0,0,1,0,1,1,0,1
A0A0P0WKD3_ORYSJ,NP,NP,NP,NP,0.0001085,-3.513144073,NP,NP,0,0,0,0,0,0,1,0,1,0,0,0
A0A0P0WLY0_ORYSJ,NP,NP,NP,NP,0.02051992,0.086413759,NP,NP,0,0,0,0,0,0,1,1,0,0,0,0
A0A0P0WNM9_ORYSJ,NP,NP,NP,NP,5.84E-05,0.728225821,0.008004546,-0.595190065,0,0,0,0,0,0,1,1,0,1,0,1
A0A0P0WPS2_ORYSJ,NP,NP,NP,NP,0.003529117,-0.965816527,0.321232488,-0.122416936,0,0,0,0,0,0,1,0,1,0,0,0
A0A0P0WQF3_ORYSJ,NP,NP,NP,NP,0.000451643,-0.626986233,0.297425309,0.165013164,0,0,0,0,0,0,1,0,1,0,0,0
A0A0P0WQL2_ORYSJ,NP,NP,NP,NP,0.132166399,0.07637245,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
